Time,A/F Correction #1 (%),Coolant Temperature (C),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (estimated AFR),Fuel Injector #1 Pulse Width (ms),Ignition Total Timing (degrees),Intake Air Temperature (C),Manifold Absolute Pressure (bar),Throttle Opening Angle (%),Innovate Wideband AFR (AFR Gasoline),MerpMod LC Engaged Signal (On/Off)
23:08:30.251,3.12,81,0.30,873,0.00,14.70,2.30,12.00,42,0.350,4.31,14.82,0
23:08:30.301,3.12,81,0.30,870,0.00,14.70,2.30,12.00,42,0.350,4.31,14.82,0
23:08:30.351,3.12,81,0.30,875,0.00,14.70,2.30,11.50,42,0.350,4.31,14.82,0
23:08:30.401,3.12,81,0.30,878,0.00,14.70,2.30,11.50,42,0.350,4.31,14.82,0
23:08:30.451,3.12,81,0.30,879,0.00,14.70,2.30,12.00,42,0.350,4.31,14.82,0
23:08:30.501,3.12,81,0.30,874,0.00,14.70,2.30,12.00,42,0.350,4.31,14.82,0
23:08:30.551,3.12,81,0.30,878,0.00,14.70,2.30,11.50,42,0.350,4.31,14.82,0
23:08:30.602,3.12,81,0.30,875,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:30.651,3.12,81,0.30,868,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:30.700,3.12,81,0.30,871,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:30.750,3.12,81,0.30,879,0.00,14.70,2.30,11.50,42,0.350,4.31,14.88,0
23:08:30.801,3.12,81,0.30,870,0.00,14.70,2.30,12.00,42,0.350,4.31,14.88,0
23:08:30.851,3.12,81,0.30,861,0.00,14.70,2.30,12.50,42,0.350,4.31,14.85,0
23:08:30.901,3.12,81,0.30,862,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:30.952,3.12,81,0.30,866,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:31.001,3.12,81,0.30,864,0.00,14.70,2.30,12.00,42,0.350,4.31,14.88,0
23:08:31.052,3.12,81,0.30,862,0.00,14.70,2.30,12.00,42,0.350,4.31,14.88,0
23:08:31.102,3.12,81,0.30,866,0.00,14.70,2.30,12.00,42,0.350,4.31,14.88,0
23:08:31.151,3.12,81,0.30,868,0.00,14.70,2.30,12.00,42,0.350,4.31,14.88,0
23:08:31.200,3.12,81,0.30,862,0.00,14.70,2.30,12.00,42,0.350,4.31,14.88,0
23:08:31.251,3.12,81,0.30,861,0.00,14.70,2.30,12.00,42,0.350,4.31,14.88,0
23:08:31.300,3.12,81,0.30,869,0.00,14.70,2.30,12.00,42,0.350,4.31,14.88,0
23:08:31.352,3.12,81,0.30,875,0.00,14.70,2.30,12.00,42,0.350,4.31,14.88,0
23:08:31.401,3.91,81,0.30,872,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:31.450,3.91,81,0.30,877,0.00,14.70,2.30,11.50,42,0.350,4.31,14.85,0
23:08:31.500,3.91,81,0.30,869,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:31.551,3.12,81,0.30,860,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:31.600,3.91,81,0.30,863,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:31.650,3.12,81,0.30,871,0.00,14.70,2.30,12.00,42,0.350,4.31,14.88,0
23:08:31.701,3.12,81,0.30,876,0.00,14.70,2.30,12.00,42,0.350,4.31,14.88,0
23:08:31.751,3.91,81,0.30,873,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:31.800,3.91,81,0.31,870,0.00,14.70,2.30,11.50,42,0.350,4.31,14.85,0
23:08:31.851,3.91,81,0.30,878,0.00,14.70,2.30,11.50,42,0.350,4.31,14.85,0
23:08:31.902,3.91,81,0.30,876,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:31.949,3.91,81,0.31,873,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:32.000,3.91,81,0.30,882,0.00,14.70,2.30,11.50,42,0.350,4.31,14.85,0
23:08:32.050,3.91,81,0.30,882,0.00,14.70,2.30,11.50,42,0.350,4.31,14.88,0
23:08:32.101,3.91,81,0.30,876,0.00,14.70,2.30,11.50,42,0.350,4.31,14.88,0
23:08:32.152,3.91,81,0.30,878,0.00,14.70,2.30,11.50,42,0.350,4.31,14.85,0
23:08:32.201,3.91,81,0.30,884,0.00,14.70,2.30,11.00,42,0.350,4.31,14.85,0
23:08:32.251,3.91,81,0.30,887,0.00,14.70,2.30,11.00,42,0.350,4.31,14.85,0
23:08:32.301,3.91,81,0.31,876,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:32.350,3.91,81,0.31,868,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:32.401,3.91,81,0.30,875,0.00,14.70,2.30,12.00,42,0.350,4.31,14.88,0
23:08:32.450,3.91,81,0.30,875,0.00,14.70,2.30,12.00,42,0.350,4.31,14.88,0
23:08:32.501,3.91,81,0.30,872,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:32.550,3.91,81,0.30,874,0.00,14.70,2.30,11.50,42,0.350,4.31,14.85,0
23:08:32.600,3.91,81,0.30,879,0.00,14.70,2.30,11.50,42,0.350,4.31,14.85,0
23:08:32.651,3.91,81,0.30,875,0.00,14.70,2.30,12.00,42,0.350,4.31,14.88,0
23:08:32.700,3.91,81,0.30,877,0.00,14.70,2.30,12.00,42,0.350,4.31,14.85,0
23:08:32.751,3.91,81,0.30,886,0.00,14.70,2.30,11.00,42,0.350,4.31,14.85,0
23:08:32.801,3.91,81,0.30,890,0.00,14.70,2.30,11.00,42,0.350,4.31,14.82,0
23:08:32.850,3.91,81,0.30,882,0.00,14.70,2.30,11.50,42,0.350,4.31,14.82,0
23:08:32.901,3.91,81,0.30,880,0.00,14.70,2.30,11.50,42,0.350,4.31,14.85,0
23:08:32.951,3.91,81,0.30,884,0.00,14.70,2.30,11.50,42,0.350,4.71,14.88,0
23:08:33.001,3.91,81,0.30,887,0.00,14.70,2.30,14.50,42,0.350,8.63,14.88,0
23:08:33.052,3.91,81,0.30,885,0.00,14.70,2.30,15.50,42,0.350,15.29,14.85,0
23:08:33.102,3.91,81,0.37,899,0.00,9.26,2.30,17.00,42,0.590,19.22,14.85,0
23:08:33.152,3.91,81,0.58,926,0.00,8.62,5.89,23.00,42,0.710,30.98,14.82,0
23:08:33.201,3.91,81,0.79,1072,0.00,8.62,6.14,27.50,42,0.900,60.39,14.85,0
23:08:33.250,3.91,81,0.92,1295,0.00,9.45,7.42,30.50,42,0.930,86.67,14.85,0
23:08:33.302,0.00,81,1.04,1572,0.00,9.51,7.94,-1.50,42,0.940,100.00,14.82,1
23:08:33.352,0.00,81,1.02,1742,0.00,10.94,8.19,-1.00,42,0.940,100.00,14.82,1
23:08:33.402,0.00,81,1.06,1884,0.00,10.51,8.19,-1.00,42,0.940,100.00,14.07,1
23:08:33.453,0.00,81,1.09,2070,0.00,10.51,7.94,-1.50,42,0.940,100.00,12.82,1
23:08:33.501,0.00,81,1.08,2258,0.00,10.35,8.19,-1.50,42,0.940,100.00,12.82,1
23:08:33.551,0.00,81,1.10,2428,0.00,10.56,8.19,-1.50,42,0.940,100.00,12.26,1
23:08:33.602,0.00,81,1.15,2587,0.00,10.30,8.70,-2.00,42,0.940,100.00,12.26,1
23:08:33.653,0.00,81,1.18,2742,0.00,10.30,8.96,-1.50,42,0.940,100.00,12.26,1
23:08:33.702,0.00,81,1.18,2901,0.00,10.58,8.96,-1.50,42,0.950,100.00,12.26,1
23:08:33.752,0.00,81,1.18,3063,0.00,10.87,8.70,-1.50,41,0.950,100.00,12.26,1
23:08:33.801,0.00,81,1.18,3241,0.00,10.68,8.70,-1.50,41,0.960,100.00,12.19,1
23:08:33.853,0.00,81,1.19,3424,0.00,10.56,8.70,-2.00,41,0.970,100.00,12.07,1
23:08:33.902,0.00,81,1.21,3528,0.00,10.56,8.70,-2.50,41,0.990,100.00,12.07,1
23:08:33.952,0.00,81,1.23,3668,0.00,10.72,8.96,-3.00,41,1.000,100.00,11.97,1
23:08:34.003,0.00,81,1.24,3853,0.00,10.74,9.22,-3.50,41,1.020,100.00,11.97,1
23:08:34.052,0.00,81,1.25,3977,0.00,10.76,9.22,-3.50,41,1.040,100.00,11.79,1
23:08:34.104,0.00,82,1.28,4095,0.00,10.77,9.47,-4.00,41,1.070,100.00,11.72,1
23:08:34.154,0.00,82,1.33,4252,0.00,10.77,9.73,-4.00,41,1.100,100.00,11.72,1
23:08:34.203,0.00,82,1.39,4366,0.00,10.69,9.98,-3.50,41,1.130,100.00,11.82,1
23:08:34.253,0.00,82,1.42,4545,0.00,10.69,10.50,-3.00,41,1.160,100.00,11.82,1
23:08:34.304,0.00,82,1.54,4610,0.00,10.53,0.77,-1.50,41,1.200,100.00,12.07,1
23:08:34.353,0.00,82,1.58,4547,0.00,10.53,0.77,-1.00,41,1.240,100.00,12.38,1
23:08:34.404,0.00,82,1.57,4432,0.00,10.71,0.77,-1.00,41,1.230,100.00,12.38,1
23:08:34.454,0.00,82,1.53,4329,0.00,11.07,11.01,-1.50,41,1.220,100.00,15.85,1
23:08:34.503,0.00,82,1.60,4530,0.00,10.68,11.52,-0.50,40,1.260,100.00,17.48,1
23:08:34.553,0.00,82,1.72,4663,0.00,10.57,0.77,-0.50,40,1.310,100.00,17.48,1
23:08:34.604,0.00,82,1.72,4663,0.00,10.57,0.77,-0.50,40,1.310,100.00,15.26,1
23:08:34.813,0.00,82,1.84,4614,0.00,10.64,0.77,0.00,40,1.400,100.00,20.33,1
23:08:34.863,0.00,82,1.84,4508,0.00,10.64,0.77,0.00,40,1.390,100.00,18.89,1
23:08:34.914,0.00,82,1.80,4433,0.00,11.18,13.06,0.00,40,1.360,100.00,20.33,1
23:08:34.963,0.00,82,1.79,4300,0.00,10.82,12.80,0.00,40,1.360,100.00,20.33,1
23:08:35.013,0.00,82,1.76,4590,0.00,10.90,12.54,0.00,40,1.360,100.00,20.33,1
23:08:35.062,0.00,82,1.91,4610,0.00,10.81,0.77,0.50,40,1.430,100.00,20.33,1
23:08:35.112,0.00,82,1.91,4610,0.00,10.81,0.77,0.50,40,1.430,100.00,18.48,1
23:08:35.324,0.00,82,1.98,4629,0.00,11.12,0.77,0.50,39,1.470,100.00,18.98,1
23:08:35.374,0.00,82,1.93,4502,0.00,11.12,0.77,0.50,39,1.440,100.00,18.98,1
23:08:35.423,0.00,82,1.87,4385,0.00,11.34,13.31,0.50,39,1.400,100.00,20.33,1
23:08:35.473,0.00,82,1.83,4356,0.00,10.46,14.08,0.50,39,1.390,100.00,20.33,1
23:08:35.523,0.00,82,1.86,4635,0.00,10.89,13.06,0.00,39,1.390,100.00,20.33,1
23:08:35.572,0.00,82,2.02,4570,0.00,10.89,0.77,0.50,39,1.480,100.00,20.07,1
23:08:35.622,0.00,82,1.96,4458,0.00,10.77,0.77,0.50,39,1.470,100.00,20.07,1
23:08:35.673,0.00,82,1.91,4382,0.00,11.20,12.80,0.50,39,1.430,100.00,20.33,1
23:08:35.723,0.00,82,1.88,4324,0.00,11.18,13.31,0.50,39,1.420,100.00,20.33,1
23:08:35.772,0.00,82,1.92,4650,0.00,10.79,0.77,0.50,38,1.440,100.00,20.33,1
23:08:35.822,0.00,82,1.92,4650,0.00,10.79,0.77,0.50,38,1.440,100.00,18.39,1
23:08:36.033,0.00,82,1.91,4658,0.00,10.83,0.77,0.50,38,1.430,100.00,20.33,1
23:08:36.082,0.00,82,2.05,4628,0.00,10.83,0.77,1.00,38,1.510,100.00,20.33,1
23:08:36.132,0.00,82,2.02,4496,0.00,10.85,0.77,1.00,38,1.490,100.00,20.33,1
23:08:36.182,0.00,82,1.93,4378,0.00,11.37,0.77,0.50,38,1.450,100.00,20.33,1
23:08:36.232,0.00,82,1.89,4384,0.00,11.02,12.54,0.50,38,1.410,100.00,20.33,1
23:08:36.282,0.00,82,1.93,4620,0.00,10.91,13.31,-1.00,38,1.430,100.00,20.33,1
23:08:36.332,0.00,82,2.08,4676,0.00,10.91,0.77,-1.00,38,1.500,100.00,18.29,1
23:08:36.383,0.00,82,2.03,4569,0.00,10.89,0.77,-1.00,38,1.510,100.00,18.29,1
23:08:36.433,0.00,82,1.96,4454,0.00,11.13,0.77,-1.00,37,1.460,100.00,17.32,1
23:08:36.483,0.00,82,1.92,4377,0.00,11.33,13.57,-1.00,37,1.420,100.00,20.33,1
23:08:36.532,0.00,82,1.85,4372,0.00,11.33,12.80,-1.00,37,1.410,100.00,20.33,1
23:08:36.582,0.00,82,1.92,4598,0.00,11.46,13.06,-1.50,37,1.430,100.00,20.33,1
23:08:36.633,0.00,82,2.07,4608,0.00,10.64,0.77,-1.00,37,1.520,50.20,18.98,1
23:08:36.682,0.00,82,1.62,4590,0.00,21.04,7.17,15.50,37,1.310,8.24,18.98,0
23:08:36.733,0.00,82,0.64,4681,0.00,90.95,2.82,11.00,37,0.620,5.10,20.33,0
23:08:36.783,0.00,82,0.22,4648,0.00,90.95,0.77,12.00,37,0.310,3.92,20.33,0
23:08:36.831,0.00,82,0.15,4532,0.00,17.30,0.77,12.00,37,0.190,2.75,20.33,0
23:08:36.883,0.00,82,0.14,4417,0.00,14.37,0.77,12.00,37,0.160,2.35,17.07,0
23:08:36.932,0.00,82,0.14,4344,0.00,14.45,0.77,12.00,37,0.170,2.35,17.07,0
23:08:36.982,0.00,82,0.14,4216,0.00,14.55,0.77,12.00,37,0.170,2.35,14.98,0
23:08:37.032,0.00,82,0.13,4138,0.00,14.55,0.77,12.00,37,0.170,2.35,14.98,0
23:08:37.082,0.00,82,0.12,4009,0.00,14.55,0.77,12.00,37,0.160,2.35,14.35,0
23:08:37.133,0.00,82,0.12,3916,0.00,14.55,0.77,12.00,37,0.170,2.35,13.94,0
23:08:37.183,0.00,82,0.12,3830,0.00,14.55,0.77,12.00,37,0.160,2.35,13.94,0
23:08:37.232,0.00,82,0.12,3731,0.00,14.55,0.77,12.00,37,0.160,2.35,13.69,0
23:08:37.282,0.00,82,0.12,3628,0.00,14.55,0.77,12.00,37,0.160,2.35,13.69,0
23:08:37.332,0.00,82,0.11,3504,0.00,14.56,0.77,12.00,37,0.160,2.35,13.57,0
23:08:37.382,0.00,82,0.11,3316,0.00,14.57,0.77,12.00,37,0.160,2.35,13.69,0
23:08:37.432,0.00,82,0.11,3150,0.00,14.59,0.77,12.00,37,0.160,2.35,13.69,0
23:08:37.482,0.00,82,0.11,3078,0.00,14.59,0.77,12.00,37,0.160,2.35,13.76,0
23:08:37.532,0.00,82,0.11,2969,0.00,14.62,0.77,12.00,37,0.160,2.35,13.76,0
23:08:37.582,0.00,82,0.12,2892,0.00,14.64,0.77,12.00,36,0.160,2.35,13.98,0
23:08:37.632,0.00,82,0.12,2781,0.00,14.66,0.77,12.00,36,0.160,2.35,14.23,0
23:08:37.682,0.00,82,0.12,2704,0.00,14.66,0.77,12.00,36,0.150,2.35,14.23,0
23:08:37.733,0.00,82,0.11,2620,0.00,14.65,0.77,12.00,36,0.150,2.35,14.48,0
23:08:37.783,0.00,82,0.11,2540,0.00,14.65,0.77,12.00,36,0.150,2.35,14.82,0
23:08:37.832,0.00,82,0.11,2457,0.00,14.64,0.77,12.00,36,0.150,2.35,14.82,0
23:08:37.883,0.00,82,0.11,2373,0.00,14.64,0.77,12.00,36,0.150,2.35,15.76,0
23:08:37.932,0.00,82,0.11,2288,0.00,14.64,0.77,12.00,36,0.150,2.35,15.76,0
23:08:37.983,0.00,82,0.11,2200,0.00,14.63,0.77,12.00,36,0.150,2.35,17.48,0
23:08:38.032,0.00,82,0.11,2122,0.00,14.62,0.77,12.00,36,0.150,2.35,19.39,0
23:08:38.083,0.00,82,0.12,2030,0.00,14.61,0.77,12.00,36,0.150,2.35,19.39,0
23:08:38.132,0.00,82,0.12,1972,0.00,14.61,0.77,12.00,36,0.150,2.35,20.33,0
23:08:38.183,0.00,82,0.12,1888,0.00,14.61,0.77,12.00,36,0.160,2.35,20.33,0
23:08:38.232,0.00,82,0.12,1824,0.00,14.61,0.77,12.00,36,0.160,2.35,20.33,0
23:08:38.281,0.00,82,0.13,1736,0.00,14.61,0.77,12.00,36,0.160,2.35,20.33,0
23:08:38.333,0.00,82,0.13,1664,0.00,14.61,0.77,12.00,36,0.160,2.35,20.33,0
23:08:38.383,0.00,82,0.13,1608,0.00,14.61,0.77,12.00,36,0.170,2.35,20.33,0
23:08:38.432,0.00,82,0.13,1512,0.00,14.61,0.77,12.00,36,0.170,2.75,20.33,0
23:08:38.482,0.00,82,0.14,1452,0.00,14.62,1.54,-7.50,36,0.180,2.75,20.33,0
23:08:38.532,0.00,82,0.14,1370,0.00,14.63,1.54,-6.00,36,0.180,3.53,20.33,0
23:08:38.583,0.00,82,0.15,1304,0.00,14.64,1.54,-4.00,36,0.190,3.53,20.33,0
23:08:38.632,0.00,82,0.15,1244,0.00,14.64,1.54,3.50,36,0.200,3.53,20.33,0
23:08:38.683,0.00,82,0.16,1226,0.00,14.61,1.79,5.00,36,0.210,3.92,20.33,0
23:08:38.731,3.12,82,0.17,1185,0.00,14.60,1.79,6.50,36,0.210,3.92,20.33,0
23:08:38.782,7.03,82,0.17,1129,0.00,14.61,1.79,7.50,36,0.220,3.92,20.33,0
23:08:38.832,7.81,82,0.17,1076,0.00,14.61,1.79,8.50,36,0.220,3.92,20.33,0
23:08:38.882,10.94,82,0.18,1046,0.00,14.62,1.79,10.00,36,0.230,3.92,20.33,0
23:08:38.932,13.28,82,0.19,996,0.00,14.62,1.79,11.00,36,0.240,4.31,20.33,0
23:08:38.983,14.84,82,0.20,949,0.00,14.61,1.79,12.00,36,0.250,4.31,20.33,0
23:08:39.032,17.19,82,0.20,935,0.00,13.07,2.05,13.50,36,0.260,4.31,20.33,0
23:08:39.083,17.97,82,0.22,892,0.00,13.07,2.30,14.00,36,0.260,4.31,20.33,0
23:08:39.133,20.31,82,0.23,870,0.00,13.20,2.30,15.50,36,0.280,4.31,20.33,0
23:08:39.183,21.09,82,0.24,852,0.00,12.66,2.30,16.00,36,0.290,4.31,20.33,0
23:08:39.233,21.88,82,0.25,845,0.00,12.71,2.56,17.50,36,0.300,4.31,20.33,0
23:08:39.284,21.88,82,0.26,830,0.00,12.71,2.56,18.00,36,0.310,4.31,20.33,0
23:08:39.333,19.53,82,0.27,826,0.00,13.08,2.56,18.00,36,0.320,4.31,20.33,0
23:08:39.385,17.97,82,0.27,834,0.00,13.24,2.56,18.00,36,0.330,4.31,20.33,0
23:08:39.433,16.41,82,0.29,843,0.00,13.25,2.56,18.00,36,0.330,4.31,20.33,0
23:08:39.484,13.28,82,0.29,842,0.00,13.30,2.56,18.00,36,0.340,4.31,20.33,0
23:08:39.534,12.50,82,0.30,859,0.00,13.30,2.30,18.00,36,0.350,4.31,20.33,0
23:08:39.584,11.72,83,0.30,878,0.00,14.52,2.30,16.00,36,0.350,4.31,20.33,0
23:08:39.633,11.72,83,0.30,885,0.00,14.52,2.56,15.00,36,0.350,4.31,20.33,0
23:08:39.684,12.50,83,0.31,902,0.00,14.52,2.56,13.00,36,0.350,4.31,20.33,0
23:08:39.735,12.50,83,0.31,913,0.00,14.53,2.56,12.50,36,0.350,4.31,20.33,0
23:08:39.784,13.28,83,0.30,922,0.00,14.53,2.56,12.00,36,0.350,4.31,19.95,0
23:08:39.833,13.28,83,0.30,920,0.00,14.54,2.56,12.00,36,0.340,4.31,17.48,0
23:08:39.884,12.50,83,0.30,928,0.00,14.55,2.56,11.50,36,0.340,4.31,17.48,0
23:08:39.934,12.50,83,0.29,933,0.00,14.56,2.56,11.00,36,0.340,4.31,15.98,0
23:08:39.984,11.72,83,0.29,940,0.00,14.56,2.30,11.00,36,0.330,4.31,15.98,0
23:08:40.034,10.94,83,0.28,942,0.00,14.57,2.30,11.00,36,0.330,4.31,14.98,0
23:08:40.084,10.16,83,0.28,936,0.00,14.59,2.30,11.50,36,0.330,4.31,14.60,0
23:08:40.133,10.16,83,0.28,937,0.00,14.59,2.30,11.50,36,0.320,4.31,14.60,0
23:08:40.183,9.38,83,0.28,941,0.00,14.60,2.30,11.00,36,0.320,4.31,14.29,0
23:08:40.234,9.38,83,0.28,940,0.00,14.60,2.30,11.00,37,0.320,4.31,14.29,0
23:08:40.284,9.38,83,0.28,938,0.00,14.61,2.30,11.50,37,0.320,4.31,14.07,0
23:08:40.334,8.59,83,0.28,931,0.00,14.61,2.30,12.00,37,0.320,4.31,13.91,0
23:08:40.384,8.59,83,0.28,930,0.00,14.61,2.30,11.50,37,0.320,4.31,13.91,0
23:08:40.433,7.81,83,0.27,931,0.00,14.61,2.30,12.00,37,0.320,4.31,13.79,0
23:08:40.484,7.81,83,0.28,924,0.00,14.61,2.30,12.00,37,0.320,4.31,13.73,0
23:08:40.534,7.03,83,0.28,910,0.00,14.61,2.30,12.50,37,0.320,4.31,13.73,0
23:08:40.584,7.03,83,0.28,904,0.00,14.62,2.30,12.50,37,0.320,4.31,13.69,0
23:08:40.634,6.25,83,0.28,907,0.00,14.62,2.30,13.00,37,0.330,4.31,13.69,0
23:08:40.684,6.25,83,0.28,905,0.00,14.62,2.30,13.50,37,0.330,4.31,13.60,0
23:08:40.733,5.47,83,0.28,901,0.00,14.62,2.30,13.50,37,0.330,4.31,13.57,0
23:08:40.784,5.47,83,0.29,898,0.00,14.62,2.30,12.50,37,0.330,4.31,13.57,0
23:08:40.834,5.47,83,0.28,907,0.00,14.62,2.30,12.50,37,0.330,4.31,13.57,0
23:08:40.883,5.47,83,0.29,897,0.00,14.62,2.30,13.50,37,0.330,4.31,13.57,0
23:08:40.934,4.69,83,0.29,891,0.00,14.63,2.30,14.00,37,0.330,4.31,13.54,0
23:08:40.982,4.69,83,0.29,884,0.00,14.63,2.30,13.50,37,0.330,0.78,0.00,0
23:08:41.033,4.69,83,0.29,870,0.00,14.62,2.30,15.50,37,0.330,1.18,0.00,0
23:08:41.084,3.91,83,0.28,827,0.00,15.99,0.77,18.00,37,0.290,1.57,0.00,0
23:08:41.132,0.00,83,0.27,750,0.00,15.99,0.77,18.00,37,0.300,1.57,0.00,0
23:08:41.183,0.00,83,0.27,715,0.00,19.29,0.77,18.00,37,0.280,1.57,0.00,0
23:08:41.233,0.00,83,0.26,666,0.00,16.56,0.77,18.00,37,0.280,1.57,0.00,0
23:08:41.283,0.00,83,0.25,626,0.00,17.19,0.77,18.00,37,0.280,1.57,0.00,0
23:08:41.333,0.00,83,0.23,570,0.00,17.82,0.77,18.00,37,0.280,1.57,0.00,0
23:08:41.384,0.00,83,0.22,521,0.00,17.82,0.77,18.00,37,0.280,1.57,0.00,0
23:08:41.433,0.00,83,0.22,521,0.00,18.49,0.77,18.00,37,0.280,1.57,0.00,0
23:08:41.483,0.00,83,0.22,458,0.00,16.19,0.77,18.00,37,0.290,1.57,0.00,0
23:08:41.533,0.00,83,0.24,396,0.00,12.44,0.77,18.00,37,0.290,1.57,0.00,0
23:08:41.583,0.00,83,0.24,396,0.00,12.44,0.77,18.00,37,0.290,1.57,0.00,0
23:08:41.634,0.00,83,0.29,310,0.00,12.44,0.77,18.00,37,0.310,1.57,0.00,0
23:08:41.683,0.00,83,0.29,310,0.00,9.28,0.77,18.00,37,0.310,1.57,0.00,0
23:08:41.732,0.00,83,0.29,310,0.00,9.28,0.77,18.00,37,0.310,1.57,0.00,0
23:08:41.782,0.00,83,0.40,190,0.00,9.13,0.77,18.00,37,0.380,1.57,0.00,0
23:08:41.833,0.00,83,0.40,190,0.00,9.13,0.77,18.00,37,0.380,1.57,0.00,0
23:08:41.884,0.00,83,0.40,190,0.00,9.13,0.77,18.00,37,0.380,1.57,0.00,0
23:08:41.934,0.00,83,0.40,190,0.00,9.13,0.77,18.00,37,0.380,1.57,0.00,0
23:08:41.983,0.00,83,0.40,190,0.00,9.13,0.77,18.00,37,0.380,1.57,0.00,0
23:08:42.033,0.00,83,0.40,190,0.00,9.13,0.77,18.00,37,0.380,1.57,0.00,0
23:08:42.082,0.00,83,0.40,190,0.00,9.13,0.77,18.00,37,0.380,1.57,0.00,0
23:08:42.134,0.00,83,0.40,190,0.00,9.13,0.77,18.00,37,0.380,1.57,0.00,0
23:08:42.183,0.00,83,0.40,190,0.00,9.13,0.77,18.00,37,0.380,1.57,0.00,0
